QUERY_ID,DOC_ID,ORDER
14594,5307,5
21795,16270,1
21795,3807,2
21795,5398,3
21795,5415,4
21795,5374,5
5851,94,1
5851,499,2
5851,6665,3
5851,3302,4
5851,169,5
9884,291,1
9884,1945,2
9884,5226,3
9884,1947,4
9884,1791,5
16492,15104,1
16492,1526,2
16492,1102428,3
16492,5956,4
16492,1701,5
19050,15165,1
19050,6390,2
19050,342,3
19050,1635,4
19050,2554,5
20710,310,1
20710,579,2
20710,312,3
20710,4495,4
20710,1215,5
8369,1858,1
8369,2523,2
8369,2522,3
8369,1623,4
8369,5867,5
8048,1858,1
8048,5867,2
8048,2742,3
8048,1623,4
8048,1100740,5
21579,1213,1
21579,108,2
21579,3289,3
21579,5309,4
21579,1701,5
34692,5307,1
34692,1215,2
34692,1952,3
34692,2553,4
34692,1103671,5
32284,15651,1
32284,1085,2
32284,14816,3
32284,461,4
32284,15277,5
33147,1333,1
33147,14828,2
33147,1104440,3
33147,1103362,4
33147,1296,5
45245,1331,1
45245,14829,2
45245,376,3
45245,1259,4
45245,4734,5
45249,16298,1
45249,1107544,2
45249,5003,3
45249,2369,4
45249,1213,5
44083,2560,1
44083,2494,2
44083,332,3
44083,685,4
44083,2041,5
45384,741,1
45384,1296,2
45384,5226,3
45384,1312,4
45384,1364,5
45383,5226,1
45383,1946,2
45383,260,3
45383,1945,4
45383,5229,5
45382,1969,1
45382,1264,2
45382,2531,3
45382,1247,4
45382,932,5
45379,749,1
45379,932,2
45379,741,3
45379,483,4
45379,3438,5
45238,841,1
45238,317,2
45238,16149,3
45238,878,4
45238,1685,5
55772,1105656,1
55772,1104410,2
55772,1104404,3
55772,14899,4
55772,4333,5
49394,15284,1
49394,15322,2
49394,1701,3
49394,365,4
49394,1106648,5
50378,26,1
50378,92,2
50378,1563,3
50378,97,4
50378,3290,5
43529,1243,1
43529,1100323,2
43529,2369,3
43529,1296,4
43529,5095,5
46555,6447,1
46555,1100551,2
46555,1755,3
46555,1105766,4
46555,1102638,5
43139,6390,1
43139,522,2
43139,14880,3
43139,5307,4
43139,5384,5
43011,1095,1
43011,1113896,2
43011,2706,3
43011,1114831,4
43011,1231,5
17959,932,1
17959,1100436,2
17959,5223,3
17959,1195,4
17959,2555,5
17189,932,1
17189,15215,2
17189,1289,3
17189,5229,4
17189,14930,5
27901,342,1
27901,2553,2
27901,1215,3
27901,2554,4
27901,631,5
28094,5087,1
28094,92,2
28094,4813,3
28094,3990,4
28094,1102044,5
29663,26,1
29663,3290,2
29663,668,3
29663,297,4
29663,887,5
27068,15293,1
27068,14718,2
27068,1103377,3
27068,4738,4
27068,1243,5
15841,1215,1
15841,342,2
15841,2554,3
15841,1930,4
15841,15953,5
24175,5106,1
24175,14816,2
24175,1116,3
24175,1104284,4
24175,2120,5
14519,15286,1
14519,14871,2
14519,14933,3
14519,1716,4
14519,169,5
14536,15104,1
14536,1100109,2
14536,1100281,3
14536,1347,4
14536,16174,5
15762,5236,1
15762,342,2
15762,1945,3
15762,1946,4
15762,6662,5
14860,1640,1
14860,14933,2
14860,310,3
14860,15368,4
14860,1563,5
17249,3514,1
17249,1635,2
17249,331,3
17249,1102428,4
17249,1085,5
22927,14880,1
22927,1100611,2
22927,5098,3
22927,5307,4
22927,342,5
15853,14748,1
15853,1057,2
15853,1102881,3
15853,5867,4
15853,5095,5
15022,223,1
15022,5706,2
15022,5703,3
15022,1102368,4
15022,15901,5
17255,607,1
17255,1631,2
17255,536,3
17255,1654,4
17255,650,5
17224,1195,1
17224,14762,2
17224,14930,3
17224,514,4
17224,1496,5
24770,1563,1
24770,3290,2
24770,3295,3
24770,1298,4
24770,14927,5
24809,5259,1
24809,1381,2
24809,3290,3
24809,887,4
24809,169,5
24658,1102996,1
24658,1563,2
24658,14779,3
24658,1736,4
24658,2041,5
20677,310,1
20677,4070,2
20677,874,3
20677,5307,4
20677,342,5
34471,1089,1
34471,358,2
34471,1100888,3
34471,775,4
34471,4729,5
34529,2054,1
34529,1231,2
34529,2545,3
34529,1392,4
34529,841,5
19473,1253,1
19473,3990,2
19473,4003,3
19473,785,4
19473,1102471,5
34682,59,1
34682,15275,2
34682,342,3
34682,1943,4
34682,409,5
7299,1092,1
7299,4727,2
7299,4726,3
7299,2820,4
7299,4720,5
25809,1215,1
25809,15274,2
25809,1107024,3
25809,1114844,4
25809,2663,5
24908,3674,1
24908,1138,2
24908,954,3
24908,5267,4
24908,16270,5
26319,494,1
26319,1231,2
26319,1261,3
26319,2054,4
26319,1259,5
26341,1945,1
26341,5226,2
26341,1252,3
26341,685,4
26341,1947,5
47117,3514,1
47117,932,2
47117,2560,3
47117,1981,4
47117,14930,5
49336,1100457,1
49336,973,2
49336,667,3
49336,1331,4
49336,1122,5
54160,15224,1
54160,5077,2
54160,15918,3
54160,342,4
54160,15165,5
54316,1213,1
54316,547,2
54316,15266,3
54316,268,4
54316,246,5
54355,186,1
54355,1296,2
54355,1100158,3
54355,775,4
54355,1103362,5
51727,5307,1
51727,15274,2
51727,1033,3
51727,4495,4
51727,15935,5
44312,493,1
44312,6402,2
44312,772,3
44312,16149,4
44312,1100584,5
46812,932,1
46812,2054,2
46812,973,3
46812,6412,4
46812,5288,5
22132,3674,1
22132,1138,2
22132,15830,3
22132,106,4
22132,5464,5
19518,4762,1
19518,4759,2
19518,4761,3
19518,210,4
19518,4760,5
21898,15508,1
21898,932,2
21898,3674,3
21898,3280,4
21898,741,5
21888,260,1
21888,15235,2
21888,932,3
21888,1085,4
21888,2527,5
25577,1947,1
25577,5226,2
25577,1945,3
25577,1946,4
25577,4952,5
13192,1103380,1
13192,14825,2
13192,493,3
13192,4689,4
13192,15949,5
13154,15270,1
13154,5095,2
13154,2554,3
13154,2553,4
13154,226,5
13175,1526,1
13175,1215,2
13175,775,3
13175,310,4
13175,507,5
28077,14933,1
28077,1102044,2
28077,414,3
28077,14871,4
28077,15286,5
15198,1100455,1
15198,1381,2
15198,6409,3
15198,2428,4
15198,1100456,5
14487,2712,1
14487,1635,2
14487,942,3
14487,1957,4
14487,14930,5
21825,14762,1
21825,1496,2
21825,1289,3
21825,2526,4
21825,14930,5
15711,3626,1
15711,1195,2
15711,6152,3
15711,3339,4
15711,3423,5
30061,41,1
30061,5043,2
30061,15427,3
30061,15368,4
30061,15792,5
26487,1749,1
26487,1249,2
26487,6060,3
26487,1113908,4
26487,2054,5
14239,312,1
14239,874,2
14239,966,3
14239,310,4
14239,1101407,5
14480,2706,1
14480,6122,2
14480,1296,3
14480,1119547,4
14480,2736,5
15812,1018,1
15812,874,2
15812,1791,3
15812,522,4
15812,251,5
15798,1760,1
15798,874,2
15798,186,3
15798,310,4
15798,4592,5
20538,3418,1
20538,1635,2
20538,1138,3
20538,1289,4
20538,1195,5
30114,14854,1
30114,14967,2
30114,6665,3
30114,1131,4
30114,1349,5
21854,15508,1
21854,15242,2
21854,932,3
21854,2379,4
21854,15651,5
11531,1397,1
11531,1089,2
11531,1105766,3
11531,1102638,4
11531,775,5
11530,536,1
11530,2385,2
11530,1317,3
11530,1962,4
11530,15215,5
10009,607,1
10009,15154,2
10009,1654,3
10009,655,4
10009,650,5
29201,882,1
29201,5223,2
29201,3817,3
29201,1243,4
29201,4734,5
36693,2027,1
36693,5106,2
36693,1100731,3
36693,2047,4
36693,1100125,5
17289,1100197,1
17289,1104438,2
17289,579,3
17289,1395,4
17289,1326,5
5331,15340,1
5331,3303,2
5331,169,3
5331,3302,4
5331,3794,5
28144,1118,1
28144,5914,2
28144,14709,3
28144,1104570,4
28144,942,5
56958,1118,1
56958,5914,2
56958,5916,3
56958,2307,4
56958,2514,5
57659,14762,1
57659,1496,2
57659,1487,3
57659,14789,4
57659,1195,5
42764,15161,1
42764,1215,2
42764,15274,3
42764,5679,4
42764,1102514,5
43806,1253,1
43806,4811,2
43806,1104284,3
43806,3290,4
43806,1102484,5
51717,1104297,1
51717,1104288,2
51717,1100688,3
51717,1966,4
51717,2520,5
54858,5934,1
54858,1701,2
54858,631,3
54858,1243,4
54858,5095,5
56180,1215,1
56180,268,2
56180,1033,3
56180,1526,4
56180,1701,5
17131,16294,1
17131,16263,2
17131,3288,3
17131,5956,4
17131,950,5
21855,1945,1
21855,741,2
21855,932,3
21855,5226,4
21855,122,5
13621,1945,1
13621,6075,2
13621,1635,3
13621,2798,4
13621,741,5
13620,5464,1
13620,932,2
13620,741,3
13620,1289,4
13620,749,5
13622,2027,1
13622,6478,2
13622,158,3
13622,1104203,4
13622,1100731,5
15074,15165,1
15074,342,2
15074,5307,3
15074,14899,4
15074,2553,5
19678,1106730,1
19678,15277,2
19678,463,3
19678,593,4
19678,1106794,5
29606,3290,1
29606,14696,2
29606,1142,3
29606,1563,4
29606,15312,5
22907,522,1
22907,1397,2
22907,6390,3
22907,14880,4
22907,14849,5
15819,522,1
15819,186,2
15819,775,3
15819,15935,4
15819,401,5
15820,1526,1
15820,1104453,2
15820,1192,3
15820,15947,4
15820,1104113,5
15803,15354,1
15803,15876,2
15803,16276,3
15803,1790,4
15803,5043,5
14823,536,1
14823,1701,2
14823,5307,3
14823,4495,4
14823,1948,5
14990,342,1
14990,365,2
14990,1701,3
14990,1041,4
14990,2742,5
26041,57,1
26041,1100014,2
26041,1101084,3
26041,5095,4
26041,14716,5
21875,1002,1
21875,932,2
21875,1960,3
21875,741,4
21875,5226,5
20558,1104564,1
20558,932,2
20558,83,3
20558,1289,4
20558,14786,5
20502,6640,1
20502,1488,2
20502,887,3
20502,1102435,4
20502,1106360,5
29541,14696,1
29541,1381,2
29541,1100586,3
29541,1563,4
29541,1157,5
15036,1215,1
15036,956,2
15036,1114832,3
15036,342,4
15036,1102018,5
34534,1106,1
34534,1116,2
34534,5106,3
34534,1100683,4
34534,1104245,5
34505,5083,1
34505,2392,2
34505,2041,3
34505,1331,4
34505,2498,5
37326,494,1
37326,4720,2
37326,1100573,3
37326,1577,4
37326,1231,5
9790,15918,1
9790,1056,2
9790,342,3
9790,579,4
9790,1326,5
1912,1116,1
1912,4287,2
1912,3817,3
1912,1581,4
1912,15371,5
9194,14829,1
9194,772,2
9194,1056,3
9194,1100488,4
9194,3423,5
9219,1496,1
9219,14762,2
9219,14930,3
9219,1197,4
9219,3516,5
33228,15471,1
33228,2392,2
33228,567,3
33228,4723,4
33228,376,5
33231,579,1
33231,15158,2
33231,1101129,3
33231,2786,4
33231,14899,5
5593,342,1
5593,15214,2
5593,2553,3
5593,536,4
5593,15158,5
29974,932,1
29974,2497,2
29974,15446,3
29974,15235,4
29974,1959,5
17431,4672,1
17431,4675,2
17431,4524,3
17431,2054,4
17431,2369,5
22336,685,1
22336,1080,2
22336,1119529,3
22336,1106703,4
22336,1500,5
54651,1526,1
54651,1231,2
54651,2054,3
54651,4711,4
54651,1033,5
56839,6420,1
56839,1102478,2
56839,1331,3
56839,5288,4
56839,4629,5
56709,1100551,1
56709,1102478,2
56709,14773,3
56709,15474,4
56709,1586,5
58162,1215,1
58162,15274,2
58162,775,3
58162,14850,4
58162,1526,5
58314,5573,1
58314,4745,2
58314,1249,3
58314,771,4
58314,2880,5
58756,1203,1
58756,1685,2
58756,16148,3
58756,1204,4
58756,1213,5
58593,414,1
58593,1100367,2
58593,1102725,3
58593,2896,4
58593,3113,5
49107,353,1
49107,579,2
49107,889,3
49107,1104615,4
49107,456,5
50987,4723,1
50987,1106398,2
50987,1101286,3
50987,15273,4
50987,1101162,5
51309,494,1
51309,314,2
51309,1685,3
51309,2628,4
51309,2183,5
53758,1231,1
53758,2054,2
53758,14933,3
53758,1716,4
53758,450,5
55428,1105656,1
55428,4333,2
55428,1104404,3
55428,13817,4
55428,444,5
53646,1945,1
53646,3350,2
53646,5364,3
53646,932,4
53646,5232,5
53328,5221,1
53328,1202,2
53328,1203,3
53328,932,4
53328,1104724,5
53936,342,1
53936,841,2
53936,2553,3
53936,579,4
53936,2554,5
53836,1705,1
53836,6640,2
53836,327,3
53836,5209,4
53836,1289,5
57434,1397,1
57434,14849,2
57434,14850,3
57434,1213,4
57434,310,5
26603,775,1
26603,365,2
26603,1102963,3
26603,1101838,4
26603,15326,5
29374,2497,1
29374,717,2
29374,5223,3
29374,1960,4
29374,1105370,5
21214,1215,1
21214,365,2
21214,3530,3
21214,15154,4
21214,3350,5
21180,1635,1
21180,5077,2
21180,1575,3
21180,1041,4
21180,15866,5
17115,685,1
17115,1635,2
17115,331,3
17115,2739,4
17115,5002,5
34772,1499,1
34772,2485,2
34772,1018,3
34772,1104715,4
34772,329,5
17160,15992,1
17160,1104297,2
17160,932,3
17160,1581,4
17160,1104288,5
17110,15405,1
17110,331,2
17110,1586,3
17110,456,4
17110,483,5
19669,845,1
19669,4278,2
19669,15293,3
19669,14718,4
19669,1685,5
24179,15536,1
24179,15528,2
24179,5125,3
24179,1104262,4
24179,1103608,5
27807,16149,1
27807,1331,2
27807,5288,3
27807,6445,4
27807,1213,5
29563,3290,1
29563,1157,2
29563,785,3
29563,3295,4
29563,2369,5
30051,6665,1
30051,92,2
30051,15427,3
30051,4003,4
30051,1142,5
25958,14857,1
25958,2041,2
25958,1244,3
25958,14933,4
25958,1298,5
16860,97,1
16860,92,2
16860,5075,3
16860,4811,4
16860,15368,5
17290,114,1
17290,327,2
17290,113,3
17290,331,4
17290,1933,5
30085,6665,1
30085,1260,2
30085,2021,3
30085,303,4
30085,94,5
23280,901,1
23280,928,2
23280,1104363,3
23280,6665,4
23280,929,5
34708,775,1
34708,14789,2
34708,15275,3
34708,1701,4
34708,15583,5
17355,3709,1
17355,327,2
17355,284,3
17355,459,4
17355,260,5
15244,4687,1
15244,1966,2
15244,384,3
15244,1100982,4
15244,1247,5
5105,3990,1
5105,1298,2
5105,3043,3
5105,4752,4
5105,1080,5
12037,2617,1
12037,1095,2
12037,2628,3
12037,1113896,4
12037,2706,5
12077,2706,1
12077,1113896,2
12077,1095,3
12077,14718,4
12077,845,5
19086,663,1
19086,932,2
19086,1085,3
19086,14761,4
19086,2379,5
20716,1231,1
20716,1103161,2
20716,2054,3
20716,1056,4
20716,1113929,5
35816,14854,1
35816,4738,2
35816,14933,3
35816,1102044,4
35816,5250,5
13225,1204,1
13225,1002,2
13225,1397,3
13225,374,4
13225,15265,5
13224,1231,1
13224,2054,2
13224,1791,3
13224,1701,4
13224,365,5
27834,1243,1
27834,1989,2
27834,10,3
27834,1102551,4
27834,1102873,5
834,15492,1
834,932,2
834,741,3
834,942,4
834,5226,5
34663,15850,1
34663,1113892,2
34663,1635,3
34663,5030,4
34663,1442,5
34664,2785,1
34664,1701,2
34664,5030,3
34664,5994,4
34664,3155,5
827,4279,1
827,2706,2
827,4712,3
827,1113896,4
827,1405,5
5176,384,1
5176,1496,2
5176,4138,3
5176,772,4
5176,1100756,5
5606,1100486,1
5606,1581,2
5606,5226,3
5606,227,4
5606,1218,5
5626,6075,1
5626,5229,2
5626,342,3
5626,1138,4
5626,15214,5
8321,1760,1
8321,4070,2
8321,15915,3
8321,65,4
8321,1231,5
48293,1577,1
48293,1576,2
48293,15939,3
48293,4612,4
48293,83,5
59318,1971,1
59318,3514,2
59318,15502,3
59318,536,4
59318,2547,5
59317,1100070,1
59317,3514,2
59317,3190,3
59317,1631,4
59317,536,5
59296,1100070,1
59296,536,2
59296,3514,3
59296,15502,4
59296,1292,5
59295,1100070,1
59295,15502,2
59295,3514,3
59295,15498,4
59295,932,5
59164,1092,1
59164,1089,2
59164,1100888,3
59164,1103175,4
59164,4728,5
59487,26,1
59487,373,2
59487,3290,3
59487,668,4
59487,169,5
59494,1253,1
59494,92,2
59494,3978,3
59494,2041,4
59494,1113935,5
42943,1717,1
42943,1102648,2
42943,973,3
42943,493,4
42943,1331,5
19585,1157,1
19585,1103868,2
19585,4759,3
19585,1275,4
19585,4761,5
19564,4759,1
19564,866,2
19564,4761,3
19564,5229,4
19564,210,5
25638,15218,1
25638,932,2
25638,631,3
25638,4266,4
25638,260,5
19646,15274,1
19646,15915,2
19646,1033,3
19646,1113983,4
19646,1231,5
19576,4759,1
19576,96,2
19576,4752,3
19576,4761,4
19576,92,5
11645,15186,1
11645,1635,2
11645,15215,3
11645,1041,4
11645,1104467,5
11646,5464,1
11646,5229,2
11646,1736,3
11646,5095,4
11646,1234,5
11653,973,1
11653,14826,2
11653,6412,3
11653,5006,4
11653,493,5
11654,2054,1
11654,1231,2
11654,1095,3
11654,1118218,4
11654,2369,5
22936,522,1
22936,874,2
22936,365,3
22936,310,4
22936,14823,5
11671,3617,1
11671,2553,2
11671,15224,3
11671,1546,4
11671,1147,5
17112,2556,1
17112,315,2
17112,331,3
17112,1118254,4
17112,1292,5
11680,14780,1
11680,950,2
11680,1080,3
11680,1113892,4
11680,421,5
17133,116,1
17133,13817,2
17133,2560,3
17133,3837,4
17133,1145,5
17184,4333,1
17184,1104410,2
17184,4334,3
17184,13817,4
17184,3837,5
15737,1296,1
15737,376,2
15737,15766,3
15737,1100700,4
15737,1243,5
16875,579,1
16875,365,2
16875,4276,3
16875,1340,4
16875,629,5
17272,1215,1
17272,1770,2
17272,950,3
17272,6390,4
17272,444,5
20477,2712,1
20477,1635,2
20477,1487,3
20477,1102428,4
20477,5259,5
15725,1196,1
15725,15306,2
15725,1197,3
15725,15891,4
15725,1496,5
30042,3302,1
30042,6665,2
30042,167,3
30042,4003,4
30042,94,5
17041,5303,1
17041,5098,2
17041,15275,3
17041,1701,4
17041,6409,5
8325,14899,1
8325,428,2
8325,310,3
8325,116,4
8325,1104879,5
21564,970,1
21564,1397,2
21564,1471,3
21564,1311,4
21564,1442,5
7168,384,1
7168,1496,2
7168,4138,3
7168,772,4
7168,1100756,5
12246,6420,1
12246,15274,2
12246,1215,3
12246,775,4
12246,1033,5
19214,869,1
19214,887,2
19214,3007,3
19214,957,4
19214,329,5
26314,3324,1
26314,1635,2
26314,331,3
26314,15850,4
26314,1041,5
9775,5095,1
9775,1105656,2
9775,13817,3
9775,1104410,4
9775,4070,5
9982,15340,1
9982,1563,2
9982,3038,3
9982,1206,4
9982,212,5
711,92,1
711,14967,2
711,6665,3
711,14854,4
711,499,5
482,92,1
482,6665,2
482,14967,3
482,14854,4
482,5022,5
20525,15893,1
20525,1496,2
20525,1200,3
20525,331,4
20525,15306,5
43107,15837,1
43107,5226,2
43107,932,3
43107,5223,4
43107,1945,5
57351,1102837,1
57351,1106597,2
57351,649,3
57351,1102898,4
57351,803,5
49017,14880,1
49017,1397,2
49017,5095,3
49017,1943,4
49017,522,5
48800,522,1
48800,14880,2
48800,525,3
48800,3213,4
48800,2554,5
49545,4271,1
49545,490,2
49545,2054,3
49545,1231,4
49545,1100573,5
51278,327,1
51278,384,2
51278,932,3
51278,14880,4
51278,1100942,5
51622,342,1
51622,579,2
51622,1080,3
51622,15214,4
51622,15158,5
52275,932,1
52275,483,2
52275,3674,3
52275,16270,4
52275,2798,5
52746,6412,1
52746,887,2
52746,15326,3
52746,112,4
52746,5095,5
17885,1317,1
17885,483,2
17885,932,3
17885,2385,4
17885,1586,5
17918,2531,1
17918,932,2
17918,260,3
17918,2798,4
17918,1945,5
27023,16149,1
27023,5288,2
27023,1755,3
27023,4718,4
27023,5207,5
17129,3129,1
17129,932,2
17129,3103,3
17129,3101,4
17129,2896,5
23029,15283,1
23029,775,2
23029,1712,3
23029,2485,4
23029,1243,5
21231,2712,1
21231,1100095,2
21231,1200,3
21231,1101108,4
21231,2717,5
17907,932,1
17907,1002,2
17907,1635,3
17907,1113880,4
17907,3433,5
21907,2497,1
21907,2104,2
21907,1705,3
21907,5226,4
21907,5269,5
20615,14920,1
20615,1720,2
20615,932,3
20615,483,4
20615,942,5
17141,459,1
17141,1572,2
17141,14762,3
17141,525,4
17141,932,5
17878,1575,1
17878,459,2
17878,5994,3
17878,1100156,4
17878,16042,5
17829,1101871,1
17829,5246,2
17829,1100156,3
17829,1392,4
17829,1962,5
21905,260,1
21905,5226,2
21905,932,3
21905,1945,4
21905,3374,5
25630,4070,1
25630,1116074,2
25630,1101084,3
25630,4524,4
25630,1234,5
15020,310,1
15020,2126,2
15020,4293,3
15020,2554,4
15020,579,5
15181,1213,1
15181,14824,2
15181,1033,3
15181,1101111,4
15181,1102743,5
20536,1973,1
20536,1101067,2
20536,1249,3
20536,2880,4
20536,331,5
22877,401,1
22877,1101829,2
22877,1791,3
22877,522,4
22877,14880,5
20533,442,1
20533,1966,2
20533,5572,3
20533,14786,4
20533,1289,5
25472,342,1
25472,1215,2
25472,1525,3
25472,579,4
25472,1326,5
22890,14850,1
22890,15277,2
22890,370,3
22890,1106794,4
22890,15279,5
16270,395,1
16270,16263,2
16270,1101355,3
16270,1143,4
16270,14823,5
14887,1100070,1
14887,1292,2
14887,15502,3
14887,15498,4
14887,857,5
14929,1177,1
14929,1292,2
14929,138,3
14929,2510,4
14929,3190,5
29552,1439,1
29552,1252,2
29552,3085,3
29552,1381,4
29552,1563,5
16283,5464,1
16283,6398,2
16283,92,3
16283,1103075,4
16283,16265,5
16292,6665,1
16292,4813,2
16292,303,3
16292,1101999,4
16292,15637,5
20553,3400,1
20553,1289,2
20553,741,3
20553,1195,4
20553,4789,5
26475,1760,1
26475,14826,2
26475,5006,3
26475,14829,4
26475,1296,5
15521,14939,1
15521,1556,2
15521,1349,3
15521,14854,4
15521,5250,5
30807,477,1
30807,16021,2
30807,384,3
30807,15293,4
30807,1102936,5
33329,1188,1
33329,14837,2
33329,668,3
33329,15432,4
33329,889,5
33291,1213,1
33291,2369,2
33291,1100323,3
33291,1089,4
33291,16298,5
33181,1119615,1
33181,1108725,2
33181,1100642,3
33181,1103190,4
33181,4087,5
12905,15314,1
12905,1142,2
12905,16295,3
12905,210,4
12905,209,5
12360,15918,1
12360,4495,2
12360,579,3
12360,1326,4
12360,15754,5
14621,741,1
14621,932,2
14621,5226,3
14621,554,4
14621,200,5
3705,1202,1
3705,5221,2
3705,2523,3
3705,1635,4
3705,1104724,5
3441,2556,1
3441,1948,2
3441,1100094,3
3441,932,4
3441,1118254,5
944,477,1
944,775,2
944,2134,3
944,358,4
944,6429,5
22264,1102044,1
22264,14933,2
22264,16010,3
22264,15331,4
22264,1716,5
14589,5095,1
14589,835,2
14589,1995,3
14589,6133,4
14589,16271,5
13285,15408,1
13285,15407,2
13285,1757,3
13285,5703,4
13285,507,5
13871,15408,1
13871,1249,2
13871,15407,3
13871,5229,4
13871,1100433,5
52860,1100153,1
52860,2358,2
52860,4254,3
52860,1102374,4
52860,1701,5
53315,649,1
53315,1104564,2
53315,887,3
53315,1080,4
53315,3324,5
45448,207,1
45448,668,2
45448,169,3
45448,4758,4
45448,1157,5
41658,1100546,1
41658,4689,2
41658,1685,3
41658,1213,4
41658,1331,5
39931,442,1
39931,5095,2
39931,1056,3
39931,14835,4
39931,1243,5
40476,1411,1
40476,1103100,2
40476,1102158,3
40476,1701,4
40476,1586,5
40157,2502,1
40157,1138,2
40157,1102005,3
40157,15165,4
40157,2556,5
40649,119,1
40649,14716,2
40649,5095,3
40649,2628,4
40649,1104877,5
38396,3966,1
38396,14955,2
38396,2021,3
38396,5074,4
38396,5073,5
40141,14,1
40141,1442,2
40141,1113794,3
40141,331,4
40141,15850,5
38867,2054,1
38867,1231,2
38867,365,3
38867,14719,4
38867,1526,5
22875,1987,1
22875,5300,2
22875,16002,3
22875,1791,4
22875,522,5
17024,1100303,1
17024,522,2
17024,1000731,3
17024,5095,4
17024,3119,5
26060,1104410,1
26060,5236,2
26060,4333,3
26060,1104404,4
26060,15863,5
13666,1231,1
13666,2054,2
13666,4604,3
13666,1033,4
13666,15310,5
13789,61,1
13789,1433,2
13789,956,3
13789,282,4
13789,785,5
34646,775,1
34646,15996,2
34646,15870,3
34646,4275,4
34646,1100036,5
22883,1397,1
22883,6662,2
22883,342,3
22883,520,4
22883,15865,5
16234,973,1
16234,14718,2
16234,3836,3
16234,6412,4
16234,492,5
14451,5298,1
14451,342,2
14451,1113925,3
14451,2485,4
14451,841,5
13696,114,1
13696,803,2
13696,113,3
13696,15785,4
13696,331,5
26062,1231,1
26062,2054,2
26062,15768,3
26062,1101230,4
26062,2369,5
27852,1243,1
27852,6414,2
27852,370,3
27852,365,4
27852,15001,5
21804,16191,1
21804,5226,2
21804,1945,3
21804,2798,4
21804,1286,5
16988,15265,1
16988,16002,2
16988,15766,3
16988,1965,4
16988,588,5
16987,5229,1
16987,2403,2
16987,4449,3
16987,1104169,4
16987,1100105,5
14262,3804,1
14262,6017,2
14262,1567,3
14262,3179,4
14262,6016,5
13709,14880,1
13709,5095,2
13709,1943,3
13709,1397,4
13709,775,5
14551,1685,1
14551,1114111,2
14551,5464,3
14551,5095,4
14551,2604,5
29570,4759,1
29570,15638,2
29570,134,3
29570,1114454,4
29570,5232,5
16256,4759,1
16256,1522,2
16256,1107151,3
16256,15638,4
16256,4752,5
16254,15638,1
16254,4759,2
16254,4752,3
16254,1522,4
16254,1381,5
16255,1522,1
16255,4759,2
16255,92,3
16255,4752,4
16255,4761,5
13788,1397,1
13788,1770,2
13788,2553,3
13788,1701,4
13788,1340,5
26374,1366,1
26374,499,2
26374,5250,3
26374,5884,4
26374,392,5
27889,1516,1
27889,846,2
27889,2554,3
27889,4262,4
27889,579,5
17313,15850,1
17313,1234,2
17313,16244,3
17313,1102428,4
17313,4001,5
15769,14754,1
15769,830,2
15769,4090,3
15769,15106,4
15769,15857,5
20546,1100535,1
20546,970,2
20546,5539,3
20546,1114841,4
20546,1138,5
15197,3514,1
15197,14904,2
15197,331,3
15197,14762,4
15197,14930,5
15196,503,1
15196,2079,2
15196,502,3
15196,1138,4
15196,1635,5
15195,14904,1
15195,176,2
15195,5914,3
15195,1104573,4
15195,1100572,5
15210,2079,1
15210,3324,2
15210,5096,3
15210,1635,4
15210,14761,5
19509,1275,1
19509,16011,2
19509,4759,3
19509,210,4
19509,4761,5
34744,1066,1
34744,14780,2
34744,1340,3
34744,1101061,4
34744,16328,5
27844,494,1
27844,1526,2
27844,5288,3
27844,1685,4
27844,1100546,5
30054,1105766,1
30054,1102638,2
30054,1445,3
30054,1103818,4
30054,1755,5
13699,1397,1
13699,1234,2
13699,775,3
13699,950,4
13699,4290,5
13872,1100379,1
13872,331,2
13872,1933,3
13872,15273,4
13872,1113895,5
13287,3064,1
13287,3218,2
13287,5095,3
13287,3213,4
13287,15391,5
487,376,1
487,3290,2
487,1381,3
487,1563,4
487,6414,5
16158,370,1
16158,186,2
16158,1105310,3
16158,1311,4
16158,365,5
15490,3400,1
15490,1289,2
15490,1195,3
15490,741,4
15490,483,5
15524,13817,1
15524,4334,2
15524,2126,3
15524,1104404,4
15524,3837,5
24670,1518,1
24670,3514,2
24670,331,3
24670,14746,4
24670,2495,5
18989,15273,1
18989,5095,2
18989,1113902,3
18989,631,4
18989,210,5
19191,5095,1
19191,1104186,2
19191,1012,3
19191,15266,4
19191,1243,5
38320,5288,1
38320,1296,2
38320,1104,3
38320,1102888,4
38320,15939,5
38375,5229,1
38375,5223,2
38375,2402,3
38375,260,4
38375,932,5
38544,1095,1
38544,4485,2
38544,15266,3
38544,1516,4
38544,4524,5
38349,16321,1
38349,3433,2
38349,1442,3
38349,2497,4
38349,5226,5
40954,1496,1
40954,3492,2
40954,3466,3
40954,2064,4
40954,3432,5
16951,3060,1
16951,3193,2
16951,2193,3
16951,3194,4
16951,2911,5
16953,14762,1
16953,1195,2
16953,14930,3
16953,4287,4
16953,1100488,5
26005,5095,1
26005,685,2
26005,1114837,3
26005,4070,4
26005,14897,5
14811,15739,1
14811,15737,2
14811,181,3
14811,1110172,4
14811,2554,5
14866,1022,1
14866,1103534,2
14866,14709,3
14866,932,4
14866,15695,5
14864,3133,1
14864,1068,2
14864,14762,3
14864,1736,4
14864,1106723,5
14865,1965,1
14865,1247,2
14865,14709,3
14865,1068,4
