ID,TEXT,SOURCE,1,2,3,4,5,6,7,8,9,10
47,publicidade e propaganda,search log,publicidade e propaganda - Marketing,"publicidade e propaganda - Marketing, Contrato de publicidade","publicidade e propaganda - Marketing, Contrato de publicidade, Agência de propaganda","publicidade e propaganda - Marketing, Contrato de publicidade, Agência de propaganda, Princípio da publicidade","publicidade e propaganda - Marketing, Contrato de publicidade, Agência de propaganda, Princípio da publicidade, Branding","publicidade e propaganda - Marketing, Contrato de publicidade, Agência de propaganda, Princípio da publicidade, Branding, Promoção comercial","publicidade e propaganda - Marketing, Contrato de publicidade, Agência de propaganda, Princípio da publicidade, Branding, Promoção comercial, Marca","publicidade e propaganda - Marketing, Contrato de publicidade, Agência de propaganda, Princípio da publicidade, Branding, Promoção comercial, Marca, Adware","publicidade e propaganda - Marketing, Contrato de publicidade, Agência de propaganda, Princípio da publicidade, Branding, Promoção comercial, Marca, Adware, Faturamento","publicidade e propaganda - Marketing, Contrato de publicidade, Agência de propaganda, Princípio da publicidade, Branding, Promoção comercial, Marca, Adware, Faturamento"
48,processo seletivo e sistema s,search log,processo seletivo e sistema s - Seleção de pessoal,"processo seletivo e sistema s - Seleção de pessoal, Sistema Nacional de Avaliação da Educação Superior","processo seletivo e sistema s - Seleção de pessoal, Sistema Nacional de Avaliação da Educação Superior, Sistema de ensino","processo seletivo e sistema s - Seleção de pessoal, Sistema Nacional de Avaliação da Educação Superior, Sistema de ensino, Seleção","processo seletivo e sistema s - Seleção de pessoal, Sistema Nacional de Avaliação da Educação Superior, Sistema de ensino, Seleção, Sistema de computador","processo seletivo e sistema s - Seleção de pessoal, Sistema Nacional de Avaliação da Educação Superior, Sistema de ensino, Seleção, Sistema de computador, Concurso público de provas e títulos","processo seletivo e sistema s - Seleção de pessoal, Sistema Nacional de Avaliação da Educação Superior, Sistema de ensino, Seleção, Sistema de computador, Concurso público de provas e títulos, Opção","processo seletivo e sistema s - Seleção de pessoal, Sistema Nacional de Avaliação da Educação Superior, Sistema de ensino, Seleção, Sistema de computador, Concurso público de provas e títulos, Opção, Sistemas críticos","processo seletivo e sistema s - Seleção de pessoal, Sistema Nacional de Avaliação da Educação Superior, Sistema de ensino, Seleção, Sistema de computador, Concurso público de provas e títulos, Opção, Sistemas críticos","processo seletivo e sistema s - Seleção de pessoal, Sistema Nacional de Avaliação da Educação Superior, Sistema de ensino, Seleção, Sistema de computador, Concurso público de provas e títulos, Opção, Sistemas críticos"
49,modalidade de licitação,search log,modalidade de licitação - Tipo de licitação,"modalidade de licitação - Tipo de licitação, Modo de disputa","modalidade de licitação - Tipo de licitação, Modo de disputa, Pregão","modalidade de licitação - Tipo de licitação, Modo de disputa, Pregão, Concorrência pública","modalidade de licitação - Tipo de licitação, Modo de disputa, Pregão, Concorrência pública, RDC","modalidade de licitação - Tipo de licitação, Modo de disputa, Pregão, Concorrência pública, RDC, Proposta de preço","modalidade de licitação - Tipo de licitação, Modo de disputa, Pregão, Concorrência pública, RDC, Proposta de preço, Leilão","modalidade de licitação - Tipo de licitação, Modo de disputa, Pregão, Concorrência pública, RDC, Proposta de preço, Leilão","modalidade de licitação - Tipo de licitação, Modo de disputa, Pregão, Concorrência pública, RDC, Proposta de preço, Leilão","modalidade de licitação - Tipo de licitação, Modo de disputa, Pregão, Concorrência pública, RDC, Proposta de preço, Leilão"
50,antecipação de pagamento,search log,antecipação de pagamento - Pagamento antecipado,"antecipação de pagamento - Pagamento antecipado, Folha de pagamento","antecipação de pagamento - Pagamento antecipado, Folha de pagamento, Dação em pagamento","antecipação de pagamento - Pagamento antecipado, Folha de pagamento, Dação em pagamento, Adiantamento de férias","antecipação de pagamento - Pagamento antecipado, Folha de pagamento, Dação em pagamento, Adiantamento de férias, Execução da despesa","antecipação de pagamento - Pagamento antecipado, Folha de pagamento, Dação em pagamento, Adiantamento de férias, Execução da despesa, Suspensão de pagamento","antecipação de pagamento - Pagamento antecipado, Folha de pagamento, Dação em pagamento, Adiantamento de férias, Execução da despesa, Suspensão de pagamento, Pagamento indevido","antecipação de pagamento - Pagamento antecipado, Folha de pagamento, Dação em pagamento, Adiantamento de férias, Execução da despesa, Suspensão de pagamento, Pagamento indevido, Concessão de garantia","antecipação de pagamento - Pagamento antecipado, Folha de pagamento, Dação em pagamento, Adiantamento de férias, Execução da despesa, Suspensão de pagamento, Pagamento indevido, Concessão de garantia","antecipação de pagamento - Pagamento antecipado, Folha de pagamento, Dação em pagamento, Adiantamento de férias, Execução da despesa, Suspensão de pagamento, Pagamento indevido, Concessão de garantia"
51,concessão remunerada de uso de bens públicos modalidade,expression from LLM question,concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso,"concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Autorização de uso","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Autorização de uso, Cessão de uso","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Autorização de uso, Cessão de uso, Concessão pública","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Autorização de uso, Cessão de uso, Concessão pública, Concessão administrativa","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Autorização de uso, Cessão de uso, Concessão pública, Concessão administrativa, Modalidade de licitação","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Autorização de uso, Cessão de uso, Concessão pública, Concessão administrativa, Modalidade de licitação","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Autorização de uso, Cessão de uso, Concessão pública, Concessão administrativa, Modalidade de licitação"
52,citação válida falecimento,expression from LLM question,citação válida falecimento - Falecimento de responsável,"citação válida falecimento - Falecimento de responsável, Homicídio","citação válida falecimento - Falecimento de responsável, Homicídio, Extinção","citação válida falecimento - Falecimento de responsável, Homicídio, Extinção, Falecimento de ministro","citação válida falecimento - Falecimento de responsável, Homicídio, Extinção, Falecimento de ministro, Morte encefálica","citação válida falecimento - Falecimento de responsável, Homicídio, Extinção, Falecimento de ministro, Morte encefálica, Fato","citação válida falecimento - Falecimento de responsável, Homicídio, Extinção, Falecimento de ministro, Morte encefálica, Fato, Nulidade de citação","citação válida falecimento - Falecimento de responsável, Homicídio, Extinção, Falecimento de ministro, Morte encefálica, Fato, Nulidade de citação, Execução","citação válida falecimento - Falecimento de responsável, Homicídio, Extinção, Falecimento de ministro, Morte encefálica, Fato, Nulidade de citação, Execução","citação válida falecimento - Falecimento de responsável, Homicídio, Extinção, Falecimento de ministro, Morte encefálica, Fato, Nulidade de citação, Execução"
53,garantia contratual patrimônio líquido mínimo,expression from LLM question,garantia contratual patrimônio líquido mínimo - Limite mínimo,"garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia)","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Seguro garantia","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Seguro garantia, Caução","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Seguro garantia, Caução, Renda mínima","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Seguro garantia, Caução, Renda mínima","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Seguro garantia, Caução, Renda mínima"
54,garantia de participação patrimônio líquido mínimo,expression from LLM question,garantia de participação patrimônio líquido mínimo - Garantia da proposta,"garantia de participação patrimônio líquido mínimo - Garantia da proposta, Limite mínimo","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Limite mínimo, Garantia contratual","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Limite mínimo, Garantia contratual, Capital (Economia)","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Limite mínimo, Garantia contratual, Capital (Economia), Salário-mínimo","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Limite mínimo, Garantia contratual, Capital (Economia), Salário-mínimo, Fundo de Participação dos Municípios","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Limite mínimo, Garantia contratual, Capital (Economia), Salário-mínimo, Fundo de Participação dos Municípios, Capital circulante líquido","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Limite mínimo, Garantia contratual, Capital (Economia), Salário-mínimo, Fundo de Participação dos Municípios, Capital circulante líquido, Ativo","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Limite mínimo, Garantia contratual, Capital (Economia), Salário-mínimo, Fundo de Participação dos Municípios, Capital circulante líquido, Ativo, Seguro garantia","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Limite mínimo, Garantia contratual, Capital (Economia), Salário-mínimo, Fundo de Participação dos Municípios, Capital circulante líquido, Ativo, Seguro garantia"
55,despesas sem cobertura contratual multa,expression from LLM question,despesas sem cobertura contratual multa - Garantia contratual,"despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Sanção administrativa","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Sanção administrativa, Despesa","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Sanção administrativa, Despesa, Gestão contratual","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Sanção administrativa, Despesa, Gestão contratual, Despesa sem prévio empenho","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Sanção administrativa, Despesa, Gestão contratual, Despesa sem prévio empenho, Pagamento indevido","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Sanção administrativa, Despesa, Gestão contratual, Despesa sem prévio empenho, Pagamento indevido, Reconhecimento de dívida","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Sanção administrativa, Despesa, Gestão contratual, Despesa sem prévio empenho, Pagamento indevido, Reconhecimento de dívida, Contrapartida","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Sanção administrativa, Despesa, Gestão contratual, Despesa sem prévio empenho, Pagamento indevido, Reconhecimento de dívida, Contrapartida"
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,uso de áreas comerciais em aeroportos pregão - Aeroporto,"uso de áreas comerciais em aeroportos pregão - Aeroporto, Concessão de uso","uso de áreas comerciais em aeroportos pregão - Aeroporto, Concessão de uso, Pátio","uso de áreas comerciais em aeroportos pregão - Aeroporto, Concessão de uso, Pátio, Pregoeiro","uso de áreas comerciais em aeroportos pregão - Aeroporto, Concessão de uso, Pátio, Pregoeiro, Pregão eletrônico","uso de áreas comerciais em aeroportos pregão - Aeroporto, Concessão de uso, Pátio, Pregoeiro, Pregão eletrônico, Transporte aéreo","uso de áreas comerciais em aeroportos pregão - Aeroporto, Concessão de uso, Pátio, Pregoeiro, Pregão eletrônico, Transporte aéreo, Terminal de transporte","uso de áreas comerciais em aeroportos pregão - Aeroporto, Concessão de uso, Pátio, Pregoeiro, Pregão eletrônico, Transporte aéreo, Terminal de transporte, Proposta","uso de áreas comerciais em aeroportos pregão - Aeroporto, Concessão de uso, Pátio, Pregoeiro, Pregão eletrônico, Transporte aéreo, Terminal de transporte, Proposta, Estabelecimento comercial","uso de áreas comerciais em aeroportos pregão - Aeroporto, Concessão de uso, Pátio, Pregoeiro, Pregão eletrônico, Transporte aéreo, Terminal de transporte, Proposta, Estabelecimento comercial"
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento,"cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Abastecimento de tropas e meios","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Abastecimento de tropas e meios, Comércio","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Abastecimento de tropas e meios, Comércio","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Abastecimento de tropas e meios, Comércio","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Abastecimento de tropas e meios, Comércio"
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante,"capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Capacidade operacional","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Capacidade operacional, Competitividade","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Capacidade operacional, Competitividade, Capacidade econômica","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Capacidade operacional, Competitividade, Capacidade econômica, Qualidade","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Capacidade operacional, Competitividade, Capacidade econômica, Qualidade, Notória especialização","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Capacidade operacional, Competitividade, Capacidade econômica, Qualidade, Notória especialização, Qualificação técnica","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Capacidade operacional, Competitividade, Capacidade econômica, Qualidade, Notória especialização, Qualificação técnica","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Capacidade operacional, Competitividade, Capacidade econômica, Qualidade, Notória especialização, Qualificação técnica"
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo,"extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo, Aditivo qualitativo","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo, Aditivo qualitativo, Alteração contratual","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo, Aditivo qualitativo, Alteração contratual, Contratações públicas","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo, Aditivo qualitativo, Alteração contratual, Contratações públicas, Obra pública","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo, Aditivo qualitativo, Alteração contratual, Contratações públicas, Obra pública, Execução de obras e serviços","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo, Aditivo qualitativo, Alteração contratual, Contratações públicas, Obra pública, Execução de obras e serviços, Ajuste","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo, Aditivo qualitativo, Alteração contratual, Contratações públicas, Obra pública, Execução de obras e serviços, Ajuste"
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor - Gestor público,"responsabilidade do gestor sucessor omissão do antecessor - Gestor público, Herdeiro","responsabilidade do gestor sucessor omissão do antecessor - Gestor público, Herdeiro, Conduta omissiva","responsabilidade do gestor sucessor omissão do antecessor - Gestor público, Herdeiro, Conduta omissiva, Gestor substituto","responsabilidade do gestor sucessor omissão do antecessor - Gestor público, Herdeiro, Conduta omissiva, Gestor substituto, Rol de responsáveis","responsabilidade do gestor sucessor omissão do antecessor - Gestor público, Herdeiro, Conduta omissiva, Gestor substituto, Rol de responsáveis, Omissão no dever de prestar contas","responsabilidade do gestor sucessor omissão do antecessor - Gestor público, Herdeiro, Conduta omissiva, Gestor substituto, Rol de responsáveis, Omissão no dever de prestar contas","responsabilidade do gestor sucessor omissão do antecessor - Gestor público, Herdeiro, Conduta omissiva, Gestor substituto, Rol de responsáveis, Omissão no dever de prestar contas","responsabilidade do gestor sucessor omissão do antecessor - Gestor público, Herdeiro, Conduta omissiva, Gestor substituto, Rol de responsáveis, Omissão no dever de prestar contas","responsabilidade do gestor sucessor omissão do antecessor - Gestor público, Herdeiro, Conduta omissiva, Gestor substituto, Rol de responsáveis, Omissão no dever de prestar contas"
61,projeto de parceria público-privada modalidade,expression from LLM question,projeto de parceria público-privada modalidade - Empresa público-privada,"projeto de parceria público-privada modalidade - Empresa público-privada, Modalidade de licitação","projeto de parceria público-privada modalidade - Empresa público-privada, Modalidade de licitação, Concessão administrativa","projeto de parceria público-privada modalidade - Empresa público-privada, Modalidade de licitação, Concessão administrativa, Convênio","projeto de parceria público-privada modalidade - Empresa público-privada, Modalidade de licitação, Concessão administrativa, Convênio, Termo de parceria","projeto de parceria público-privada modalidade - Empresa público-privada, Modalidade de licitação, Concessão administrativa, Convênio, Termo de parceria, Concessão patrocinada","projeto de parceria público-privada modalidade - Empresa público-privada, Modalidade de licitação, Concessão administrativa, Convênio, Termo de parceria, Concessão patrocinada, Empresa privada","projeto de parceria público-privada modalidade - Empresa público-privada, Modalidade de licitação, Concessão administrativa, Convênio, Termo de parceria, Concessão patrocinada, Empresa privada, Obra pública","projeto de parceria público-privada modalidade - Empresa público-privada, Modalidade de licitação, Concessão administrativa, Convênio, Termo de parceria, Concessão patrocinada, Empresa privada, Obra pública, Acordo de cooperação","projeto de parceria público-privada modalidade - Empresa público-privada, Modalidade de licitação, Concessão administrativa, Convênio, Termo de parceria, Concessão patrocinada, Empresa privada, Obra pública, Acordo de cooperação"
62,objeto do certame contrato social licitante,expression from LLM question,objeto do certame contrato social licitante - Licitação,"objeto do certame contrato social licitante - Licitação, Contrato administrativo","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Habilitação de licitante","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Habilitação de licitante, Licitante vencedor","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Habilitação de licitante, Licitante vencedor, Objeto do convênio","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Habilitação de licitante, Licitante vencedor, Objeto do convênio, Adjudicação","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Habilitação de licitante, Licitante vencedor, Objeto do convênio, Adjudicação","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Habilitação de licitante, Licitante vencedor, Objeto do convênio, Adjudicação","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Habilitação de licitante, Licitante vencedor, Objeto do convênio, Adjudicação","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Habilitação de licitante, Licitante vencedor, Objeto do convênio, Adjudicação"
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde,"responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Gestor de saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Gestor de saúde, Gestão administrativa","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Gestor de saúde, Gestão administrativa, Conselho de Saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Gestor de saúde, Gestão administrativa, Conselho de Saúde, Assistência à saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Gestor de saúde, Gestão administrativa, Conselho de Saúde, Assistência à saúde, Transferências fundo a fundo","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Gestor de saúde, Gestão administrativa, Conselho de Saúde, Assistência à saúde, Transferências fundo a fundo"
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,pesquisa de mercado orçamento fornecedores - Pesquisa de preço,"pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estimativa de preço","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estimativa de preço, Orçamento público","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estimativa de preço, Orçamento público, Comercialização","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estimativa de preço, Orçamento público, Comercialização, Prospectar","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estimativa de preço, Orçamento público, Comercialização, Prospectar, Orçamento preliminar","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estimativa de preço, Orçamento público, Comercialização, Prospectar, Orçamento preliminar","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estimativa de preço, Orçamento público, Comercialização, Prospectar, Orçamento preliminar"
65,pesquisa de preços obrigatória em licitações,expression from LLM question,pesquisa de preços obrigatória em licitações - Pesquisa de preço,"pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Proposta","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Proposta, Cláusula obrigatória","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Proposta, Cláusula obrigatória, Registro de preços","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Proposta, Cláusula obrigatória, Registro de preços, Licitação de técnica e preço","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Proposta, Cláusula obrigatória, Registro de preços, Licitação de técnica e preço, Lei de Licitações e Contratos","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Proposta, Cláusula obrigatória, Registro de preços, Licitação de técnica e preço, Lei de Licitações e Contratos, Planilha de custos e formação de preços","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Proposta, Cláusula obrigatória, Registro de preços, Licitação de técnica e preço, Lei de Licitações e Contratos, Planilha de custos e formação de preços"
66,vantajosidade adesão à ata,expression from LLM question,vantajosidade adesão à ata - Adesão à ata de registro de preços,"vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Ata de registro de preços","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Ata de registro de preços, Vínculo","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Ata de registro de preços, Vínculo, Convenente","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Ata de registro de preços, Vínculo, Convenente, Aval","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Ata de registro de preços, Vínculo, Convenente, Aval, Acordo","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Ata de registro de preços, Vínculo, Convenente, Aval, Acordo","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Ata de registro de preços, Vínculo, Convenente, Aval, Acordo","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Ata de registro de preços, Vínculo, Convenente, Aval, Acordo"
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo,"compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Contratado","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Contratado, Licitação","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Contratado, Licitação, Compensação de jornada","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Contratado, Licitação, Compensação de jornada, Medidas de compensação","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Contratado, Licitação, Compensação de jornada, Medidas de compensação, Alteração por acordo","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Contratado, Licitação, Compensação de jornada, Medidas de compensação, Alteração por acordo"
