QUERY_ID,DOC_ID,SCORE,ENGINE,RANK
90,22773,3,(BM25|STS)+Reranker+LLM,4
90,22829,3,(BM25|STS)+Reranker+LLM,5
90,65447,2,(BM25|STS)+Reranker+LLM,7
90,21924,1,(BM25|STS)+Reranker+LLM,6
90,66344,1,(BM25|STS)+Reranker+LLM,8
90,94533,1,(BM25|STS)+Reranker+LLM,9
90,107714,1,(BM25|STS)+Reranker+LLM,10
90,117964,1,BM25+LLM,230
90,18296,1,BM25+LLM,284
90,33096,1,BM25+LLM,653
90,18197,1,BM25+LLM,682
90,33062,1,BM25+LLM,789
91,110879,3,(BM25|STS)+Reranker+LLM,1
91,29413,1,(BM25|STS)+Reranker+LLM,2
91,17867,1,(BM25|STS)+Reranker+LLM,3
91,31482,1,(BM25|STS)+Reranker+LLM,4
91,17840,1,(BM25|STS)+Reranker+LLM,5
91,28965,1,(BM25|STS)+Reranker+LLM,6
91,21173,1,(BM25|STS)+Reranker+LLM,7
91,20902,1,(BM25|STS)+Reranker+LLM,8
91,15054,1,(BM25|STS)+Reranker+LLM,9
91,15669,1,(BM25|STS)+Reranker+LLM,10
91,14287,1,BM25+LLM,104
91,10044,1,BM25+LLM,551
91,31465,0,BM25+LLM,80
91,89829,0,BM25+LLM,298
91,116159,0,BM25+LLM,555
92,45379,3,(BM25|STS)+Reranker+LLM,1
92,40328,3,(BM25|STS)+Reranker+LLM,2
92,2765,2,(BM25|STS)+Reranker+LLM,3
92,21128,1,(BM25|STS)+Reranker+LLM,4
92,17056,1,(BM25|STS)+Reranker+LLM,5
92,14820,1,(BM25|STS)+Reranker+LLM,6
92,34301,1,(BM25|STS)+Reranker+LLM,8
92,13694,1,(BM25|STS)+Reranker+LLM,9
92,107361,1,(BM25|STS)+Reranker+LLM,10
92,17953,1,BM25+LLM,76
92,15231,1,BM25+LLM,312
92,15848,0,(BM25|STS)+Reranker+LLM,7
92,32,0,BM25+LLM,24
92,15881,0,BM25+LLM,695
92,20501,0,BM25+LLM,856
93,20797,3,(BM25|STS)+Reranker+LLM,1
93,89880,2,(BM25|STS)+Reranker+LLM,2
93,19506,2,(BM25|STS)+Reranker+LLM,3
93,73371,2,(BM25|STS)+Reranker+LLM,4
93,19586,2,(BM25|STS)+Reranker+LLM,6
93,19539,2,(BM25|STS)+Reranker+LLM,8
93,19553,2,(BM25|STS)+Reranker+LLM,10
93,20604,1,(BM25|STS)+Reranker+LLM,5
93,20229,1,(BM25|STS)+Reranker+LLM,7
93,19593,1,(BM25|STS)+Reranker+LLM,9
93,23673,1,BM25+LLM,269
93,23972,1,BM25+LLM,359
93,49539,0,BM25+LLM,156
93,37254,0,BM25+LLM,323
93,131612,0,BM25+LLM,785
94,69027,3,(BM25|STS)+Reranker+LLM,1
94,54235,3,(BM25|STS)+Reranker+LLM,2
94,110655,3,(BM25|STS)+Reranker+LLM,3
94,133779,3,(BM25|STS)+Reranker+LLM,4
94,135564,3,(BM25|STS)+Reranker+LLM,5
94,16296,3,(BM25|STS)+Reranker+LLM,7
94,46467,3,(BM25|STS)+Reranker+LLM,8
94,26483,3,(BM25|STS)+Reranker+LLM,9
94,50448,2,(BM25|STS)+Reranker+LLM,6
94,87667,2,(BM25|STS)+Reranker+LLM,10
94,67781,1,BM25+LLM,418
94,142864,1,BM25+LLM,430
94,25675,1,BM25+LLM,642
94,27859,1,BM25+LLM,823
94,28201,0,BM25+LLM,931
95,86727,3,(BM25|STS)+Reranker+LLM,1
95,85914,3,(BM25|STS)+Reranker+LLM,2
95,27209,3,(BM25|STS)+Reranker+LLM,3
95,61975,3,(BM25|STS)+Reranker+LLM,4
95,43507,3,(BM25|STS)+Reranker+LLM,5
95,17306,3,(BM25|STS)+Reranker+LLM,6
95,20581,3,(BM25|STS)+Reranker+LLM,7
95,35676,3,(BM25|STS)+Reranker+LLM,8
95,21291,2,(BM25|STS)+Reranker+LLM,9
95,47183,2,(BM25|STS)+Reranker+LLM,10
95,21158,1,BM25+LLM,454
95,81554,0,BM25+LLM,129
95,17221,0,BM25+LLM,204
95,25466,0,BM25+LLM,446
95,116897,0,BM25+LLM,473
96,72668,3,(BM25|STS)+Reranker+LLM,1
96,20511,2,(BM25|STS)+Reranker+LLM,2
96,20908,2,(BM25|STS)+Reranker+LLM,4
96,29011,2,(BM25|STS)+Reranker+LLM,7
96,32426,2,(BM25|STS)+Reranker+LLM,8
96,31122,2,(BM25|STS)+Reranker+LLM,9
96,20509,1,(BM25|STS)+Reranker+LLM,3
96,32571,1,(BM25|STS)+Reranker+LLM,5
96,109695,1,(BM25|STS)+Reranker+LLM,6
96,51078,1,(BM25|STS)+Reranker+LLM,10
96,13369,1,BM25+LLM,247
96,31735,1,BM25+LLM,302
96,20879,1,BM25+LLM,309
96,6558,0,BM25+LLM,976
96,62874,0,BM25+LLM,978
97,452,3,(BM25|STS)+Reranker+LLM,1
97,20478,2,(BM25|STS)+Reranker+LLM,7
97,20613,2,(BM25|STS)+Reranker+LLM,9
97,140750,1,(BM25|STS)+Reranker+LLM,2
97,13190,1,(BM25|STS)+Reranker+LLM,3
97,16293,1,(BM25|STS)+Reranker+LLM,4
97,34136,1,(BM25|STS)+Reranker+LLM,5
97,20268,1,(BM25|STS)+Reranker+LLM,6
97,112967,1,(BM25|STS)+Reranker+LLM,8
97,19403,1,(BM25|STS)+Reranker+LLM,10
97,162,1,BM25+LLM,514
97,96280,1,BM25+LLM,989
97,19712,0,BM25+LLM,52
97,78854,0,BM25+LLM,403
97,15328,0,BM25+LLM,564
98,43880,3,(BM25|STS)+Reranker+LLM,1
98,75129,3,(BM25|STS)+Reranker+LLM,2
98,17124,3,(BM25|STS)+Reranker+LLM,3
98,18092,3,(BM25|STS)+Reranker+LLM,4
98,18410,3,(BM25|STS)+Reranker+LLM,5
98,18956,3,(BM25|STS)+Reranker+LLM,7
98,18029,2,(BM25|STS)+Reranker+LLM,10
98,31625,1,(BM25|STS)+Reranker+LLM,6
98,15750,1,(BM25|STS)+Reranker+LLM,8
98,43877,1,(BM25|STS)+Reranker+LLM,9
98,17262,1,BM25+LLM,126
98,18334,1,BM25+LLM,862
98,18046,1,BM25+LLM,900
98,32121,0,BM25+LLM,116
98,20525,0,BM25+LLM,273
99,64928,3,(BM25|STS)+Reranker+LLM,1
99,32920,2,(BM25|STS)+Reranker+LLM,2
99,18817,2,(BM25|STS)+Reranker+LLM,9
99,18213,2,(BM25|STS)+Reranker+LLM,10
99,15589,1,(BM25|STS)+Reranker+LLM,3
99,18602,1,(BM25|STS)+Reranker+LLM,4
99,16210,1,(BM25|STS)+Reranker+LLM,5
99,42798,1,(BM25|STS)+Reranker+LLM,6
99,66147,1,(BM25|STS)+Reranker+LLM,7
99,32911,1,(BM25|STS)+Reranker+LLM,8
99,16325,1,BM25+LLM,19
99,20839,1,BM25+LLM,353
99,31667,0,BM25+LLM,485
99,28918,0,BM25+LLM,547
99,129131,0,BM25+LLM,940
100,16274,3,(BM25|STS)+Reranker+LLM,4
100,39043,3,(BM25|STS)+Reranker+LLM,6
100,71349,3,(BM25|STS)+Reranker+LLM,8
100,17892,2,(BM25|STS)+Reranker+LLM,1
100,39042,2,(BM25|STS)+Reranker+LLM,2
100,18283,2,(BM25|STS)+Reranker+LLM,3
100,34219,2,(BM25|STS)+Reranker+LLM,5
100,39040,2,(BM25|STS)+Reranker+LLM,7
100,18234,2,(BM25|STS)+Reranker+LLM,9
100,18278,1,(BM25|STS)+Reranker+LLM,10
100,16098,1,BM25+LLM,249
100,30062,0,BM25+LLM,488
100,30925,0,BM25+LLM,588
100,83114,0,BM25+LLM,730
100,34010,0,BM25+LLM,903
